"Step","cnn_bn-4 - val_loss","cnn_bn-4 - val_loss__MIN","cnn_bn-4 - val_loss__MAX","cnn_bn-3 - val_loss","cnn_bn-3 - val_loss__MIN","cnn_bn-3 - val_loss__MAX","cnn_bn-2 - val_loss","cnn_bn-2 - val_loss__MIN","cnn_bn-2 - val_loss__MAX","cnn_bn-1 - val_loss","cnn_bn-1 - val_loss__MIN","cnn_bn-1 - val_loss__MAX","cnn_bn-0 - val_loss","cnn_bn-0 - val_loss__MIN","cnn_bn-0 - val_loss__MAX"
"10","0.1718079149723053","0.1718079149723053","0.1718079149723053","0.14293813705444336","0.14293813705444336","0.14293813705444336","0.07964053004980087","0.07964053004980087","0.07964053004980087","0.10007095336914062","0.10007095336914062","0.10007095336914062","0.08345960080623627","0.08345960080623627","0.08345960080623627"
"11","2.9111196994781494","2.9111196994781494","2.9111196994781494","19.85295867919922","19.85295867919922","19.85295867919922","0.1745707243680954","0.1745707243680954","0.1745707243680954","0.10405229777097702","0.10405229777097702","0.10405229777097702","45.838375091552734","45.838375091552734","45.838375091552734"
"12","20.316097259521484","20.316097259521484","20.316097259521484","0.07230497151613235","0.07230497151613235","0.07230497151613235","0.25905051827430725","0.25905051827430725","0.25905051827430725","0.11057275533676147","0.11057275533676147","0.11057275533676147","0.0772915855050087","0.0772915855050087","0.0772915855050087"
"13","8.534194946289062","8.534194946289062","8.534194946289062","0.06734775751829147","0.06734775751829147","0.06734775751829147","0.11549948900938034","0.11549948900938034","0.11549948900938034","0.08158416301012039","0.08158416301012039","0.08158416301012039","0.33796316385269165","0.33796316385269165","0.33796316385269165"
"14","0.28509601950645447","0.28509601950645447","0.28509601950645447","0.056609660387039185","0.056609660387039185","0.056609660387039185","0.08631520718336105","0.08631520718336105","0.08631520718336105","0.06111426278948784","0.06111426278948784","0.06111426278948784","1.5407220125198364","1.5407220125198364","1.5407220125198364"
"15","0.10012353211641312","0.10012353211641312","0.10012353211641312","2.6293904781341553","2.6293904781341553","2.6293904781341553","0.19784951210021973","0.19784951210021973","0.19784951210021973","0.037247031927108765","0.037247031927108765","0.037247031927108765","0.19981259107589722","0.19981259107589722","0.19981259107589722"
"16","2.0554583072662354","2.0554583072662354","2.0554583072662354","0.6605528593063354","0.6605528593063354","0.6605528593063354","1.6567636728286743","1.6567636728286743","1.6567636728286743","0.0641459971666336","0.0641459971666336","0.0641459971666336","0.07599572092294693","0.07599572092294693","0.07599572092294693"
"17","0.07471145689487457","0.07471145689487457","0.07471145689487457","11.449012756347656","11.449012756347656","11.449012756347656","3.350630044937134","3.350630044937134","3.350630044937134","0.07369047403335571","0.07369047403335571","0.07369047403335571","0.08331534266471863","0.08331534266471863","0.08331534266471863"
"18","2.090651273727417","2.090651273727417","2.090651273727417","3.260389566421509","3.260389566421509","3.260389566421509","2.4308838844299316","2.4308838844299316","2.4308838844299316","0.09878572821617126","0.09878572821617126","0.09878572821617126","0.11282553523778915","0.11282553523778915","0.11282553523778915"
"19","27.93914031982422","27.93914031982422","27.93914031982422","35.44482421875","35.44482421875","35.44482421875","0.25272926688194275","0.25272926688194275","0.25272926688194275","0.6552637815475464","0.6552637815475464","0.6552637815475464","29.747337341308594","29.747337341308594","29.747337341308594"
"20","18.013561248779297","18.013561248779297","18.013561248779297","0.14319397509098053","0.14319397509098053","0.14319397509098053","0.108588308095932","0.108588308095932","0.108588308095932","0.26234665513038635","0.26234665513038635","0.26234665513038635","0.6628211140632629","0.6628211140632629","0.6628211140632629"
"21","12.738117218017578","12.738117218017578","12.738117218017578","0.05548812076449394","0.05548812076449394","0.05548812076449394","0.04317007213830948","0.04317007213830948","0.04317007213830948","0.07123308628797531","0.07123308628797531","0.07123308628797531","0.03849957883358002","0.03849957883358002","0.03849957883358002"
"22","4.163021087646484","4.163021087646484","4.163021087646484","0.20893870294094086","0.20893870294094086","0.20893870294094086","0.03789564594626427","0.03789564594626427","0.03789564594626427","0.2990175187587738","0.2990175187587738","0.2990175187587738","0.03992331027984619","0.03992331027984619","0.03992331027984619"
"23","24.85561180114746","24.85561180114746","24.85561180114746","0.07265296578407288","0.07265296578407288","0.07265296578407288","0.03420740365982056","0.03420740365982056","0.03420740365982056","0.09634333848953247","0.09634333848953247","0.09634333848953247","0.0383208692073822","0.0383208692073822","0.0383208692073822"
"24","0.0931728407740593","0.0931728407740593","0.0931728407740593","0.22698652744293213","0.22698652744293213","0.22698652744293213","0.03284439817070961","0.03284439817070961","0.03284439817070961","0.1652389019727707","0.1652389019727707","0.1652389019727707","0.03721200302243233","0.03721200302243233","0.03721200302243233"
"25","0.06029624119400978","0.06029624119400978","0.06029624119400978","0.8489233255386353","0.8489233255386353","0.8489233255386353","0.03604920208454132","0.03604920208454132","0.03604920208454132","0.15550999343395233","0.15550999343395233","0.15550999343395233","0.040535107254981995","0.040535107254981995","0.040535107254981995"
"26","0.36028775572776794","0.36028775572776794","0.36028775572776794","1.4551761150360107","1.4551761150360107","1.4551761150360107","0.035330839455127716","0.035330839455127716","0.035330839455127716","0.039707496762275696","0.039707496762275696","0.039707496762275696","0.04098627716302872","0.04098627716302872","0.04098627716302872"
"27","1.0273475646972656","1.0273475646972656","1.0273475646972656","0.8212488293647766","0.8212488293647766","0.8212488293647766","0.029567072167992592","0.029567072167992592","0.029567072167992592","0.03643132373690605","0.03643132373690605","0.03643132373690605","0.038707561790943146","0.038707561790943146","0.038707561790943146"
"28","4.125571250915527","4.125571250915527","4.125571250915527","0.08891841024160385","0.08891841024160385","0.08891841024160385","0.02960735186934471","0.02960735186934471","0.02960735186934471","0.03561656177043915","0.03561656177043915","0.03561656177043915","0.04029620811343193","0.04029620811343193","0.04029620811343193"
"29","1.0963696241378784","1.0963696241378784","1.0963696241378784","0.09761600196361542","0.09761600196361542","0.09761600196361542","0.029853057116270065","0.029853057116270065","0.029853057116270065","0.03637736290693283","0.03637736290693283","0.03637736290693283","0.04064854606986046","0.04064854606986046","0.04064854606986046"
"30","0.10498236119747162","0.10498236119747162","0.10498236119747162","0.0611787885427475","0.0611787885427475","0.0611787885427475","0.03239794448018074","0.03239794448018074","0.03239794448018074","0.035356197506189346","0.035356197506189346","0.035356197506189346","0.04032531753182411","0.04032531753182411","0.04032531753182411"
"31","3.064485549926758","3.064485549926758","3.064485549926758","0.08071395009756088","0.08071395009756088","0.08071395009756088","0.0315798856317997","0.0315798856317997","0.0315798856317997","0.0349733792245388","0.0349733792245388","0.0349733792245388","0.04085308313369751","0.04085308313369751","0.04085308313369751"
"32","11.943371772766113","11.943371772766113","11.943371772766113","0.05243172124028206","0.05243172124028206","0.05243172124028206","0.03255182132124901","0.03255182132124901","0.03255182132124901","0.037316013127565384","0.037316013127565384","0.037316013127565384","0.042340025305747986","0.042340025305747986","0.042340025305747986"
"33","1.9612596035003662","1.9612596035003662","1.9612596035003662","0.0464491993188858","0.0464491993188858","0.0464491993188858","0.03605679050087929","0.03605679050087929","0.03605679050087929","0.03596610575914383","0.03596610575914383","0.03596610575914383","0.048144809901714325","0.048144809901714325","0.048144809901714325"
"34","0.48684239387512207","0.48684239387512207","0.48684239387512207","0.04268037527799606","0.04268037527799606","0.04268037527799606","0.03406321257352829","0.03406321257352829","0.03406321257352829","0.03658289462327957","0.03658289462327957","0.03658289462327957","0.046359576284885406","0.046359576284885406","0.046359576284885406"
"35","0.5146214962005615","0.5146214962005615","0.5146214962005615","0.03933090344071388","0.03933090344071388","0.03933090344071388","0.0324600525200367","0.0324600525200367","0.0324600525200367","0.036031708121299744","0.036031708121299744","0.036031708121299744","0.0435318760573864","0.0435318760573864","0.0435318760573864"
"36","0.061375536024570465","0.061375536024570465","0.061375536024570465","0.040062546730041504","0.040062546730041504","0.040062546730041504","0.0332782082259655","0.0332782082259655","0.0332782082259655","0.035597529262304306","0.035597529262304306","0.035597529262304306","0.04274078831076622","0.04274078831076622","0.04274078831076622"
"37","0.04544397443532944","0.04544397443532944","0.04544397443532944","0.039993271231651306","0.039993271231651306","0.039993271231651306","0.03376813977956772","0.03376813977956772","0.03376813977956772","0.0348118357360363","0.0348118357360363","0.0348118357360363","0.04284491017460823","0.04284491017460823","0.04284491017460823"
"38","0.042730797082185745","0.042730797082185745","0.042730797082185745","0.0402730256319046","0.0402730256319046","0.0402730256319046","0.033235710114240646","0.033235710114240646","0.033235710114240646","0.03358272835612297","0.03358272835612297","0.03358272835612297","0.042174868285655975","0.042174868285655975","0.042174868285655975"
"39","0.04156765341758728","0.04156765341758728","0.04156765341758728","0.03972356766462326","0.03972356766462326","0.03972356766462326","0.033351361751556396","0.033351361751556396","0.033351361751556396","0.03509581834077835","0.03509581834077835","0.03509581834077835","0.0418785996735096","0.0418785996735096","0.0418785996735096"
"40","0.0378325879573822","0.0378325879573822","0.0378325879573822","0.04063742980360985","0.04063742980360985","0.04063742980360985","0.03342108428478241","0.03342108428478241","0.03342108428478241","0.03292565792798996","0.03292565792798996","0.03292565792798996","0.042061466723680496","0.042061466723680496","0.042061466723680496"
"41","0.03818435221910477","0.03818435221910477","0.03818435221910477","0.03919850289821625","0.03919850289821625","0.03919850289821625","0.0330255962908268","0.0330255962908268","0.0330255962908268","0.03208348527550697","0.03208348527550697","0.03208348527550697","0.04279346019029617","0.04279346019029617","0.04279346019029617"
"42","0.03889477998018265","0.03889477998018265","0.03889477998018265","0.03783996403217316","0.03783996403217316","0.03783996403217316","0.032902415841817856","0.032902415841817856","0.032902415841817856","0.03258064389228821","0.03258064389228821","0.03258064389228821","0.04236394166946411","0.04236394166946411","0.04236394166946411"
"43","0.04112115874886513","0.04112115874886513","0.04112115874886513","0.03867592290043831","0.03867592290043831","0.03867592290043831","0.03315594047307968","0.03315594047307968","0.03315594047307968","0.03358694911003113","0.03358694911003113","0.03358694911003113","0.04245607927441597","0.04245607927441597","0.04245607927441597"
"44","0.04215574264526367","0.04215574264526367","0.04215574264526367","0.03742441534996033","0.03742441534996033","0.03742441534996033","0.03281346336007118","0.03281346336007118","0.03281346336007118","0.03305809199810028","0.03305809199810028","0.03305809199810028","0.04289586469531059","0.04289586469531059","0.04289586469531059"
"45","0.04067019745707512","0.04067019745707512","0.04067019745707512","0.04041888564825058","0.04041888564825058","0.04041888564825058","0.03244750201702118","0.03244750201702118","0.03244750201702118","0.03696884587407112","0.03696884587407112","0.03696884587407112","0.04289938136935234","0.04289938136935234","0.04289938136935234"
"46","0.041018012911081314","0.041018012911081314","0.041018012911081314","0.03735033795237541","0.03735033795237541","0.03735033795237541","0.03217310458421707","0.03217310458421707","0.03217310458421707","0.03611278161406517","0.03611278161406517","0.03611278161406517","0.04281486198306084","0.04281486198306084","0.04281486198306084"
"47","0.037986233830451965","0.037986233830451965","0.037986233830451965","0.0387086383998394","0.0387086383998394","0.0387086383998394","0.03237377479672432","0.03237377479672432","0.03237377479672432","0.03552452474832535","0.03552452474832535","0.03552452474832535","0.042791448533535004","0.042791448533535004","0.042791448533535004"
"48","0.04125218465924263","0.04125218465924263","0.04125218465924263","0.04268880560994148","0.04268880560994148","0.04268880560994148","0.032538626343011856","0.032538626343011856","0.032538626343011856","0.039382051676511765","0.039382051676511765","0.039382051676511765","0.042686935514211655","0.042686935514211655","0.042686935514211655"
"49","0.0440441332757473","0.0440441332757473","0.0440441332757473","0.03655795007944107","0.03655795007944107","0.03655795007944107","0.03258482366800308","0.03258482366800308","0.03258482366800308","0.037752665579319","0.037752665579319","0.037752665579319","0.04263574630022049","0.04263574630022049","0.04263574630022049"
"50","0.037959907203912735","0.037959907203912735","0.037959907203912735","0.03508460521697998","0.03508460521697998","0.03508460521697998","0.03260233998298645","0.03260233998298645","0.03260233998298645","0.03790861740708351","0.03790861740708351","0.03790861740708351","","",""
"51","0.04094887152314186","0.04094887152314186","0.04094887152314186","0.07069484889507294","0.07069484889507294","0.07069484889507294","0.03256126865744591","0.03256126865744591","0.03256126865744591","0.034587517380714417","0.034587517380714417","0.034587517380714417","","",""
"52","0.04098906368017197","0.04098906368017197","0.04098906368017197","0.038271546363830566","0.038271546363830566","0.038271546363830566","0.03258615732192993","0.03258615732192993","0.03258615732192993","0.03474729135632515","0.03474729135632515","0.03474729135632515","","",""
"53","0.04063040018081665","0.04063040018081665","0.04063040018081665","0.035204485058784485","0.035204485058784485","0.035204485058784485","","","","0.03488760441541672","0.03488760441541672","0.03488760441541672","","",""
"54","0.0404382087290287","0.0404382087290287","0.0404382087290287","0.03437945619225502","0.03437945619225502","0.03437945619225502","","","","0.03540971502661705","0.03540971502661705","0.03540971502661705","","",""
"55","0.04061712697148323","0.04061712697148323","0.04061712697148323","0.035877104848623276","0.035877104848623276","0.035877104848623276","","","","0.034788064658641815","0.034788064658641815","0.034788064658641815","","",""
"56","0.04033764824271202","0.04033764824271202","0.04033764824271202","0.03694279491901398","0.03694279491901398","0.03694279491901398","","","","0.03517107665538788","0.03517107665538788","0.03517107665538788","","",""
"57","0.04031851887702942","0.04031851887702942","0.04031851887702942","0.03536541759967804","0.03536541759967804","0.03536541759967804","","","","0.035143643617630005","0.035143643617630005","0.035143643617630005","","",""
"58","0.03995435684919357","0.03995435684919357","0.03995435684919357","0.037850648164749146","0.037850648164749146","0.037850648164749146","","","","0.03511775657534599","0.03511775657534599","0.03511775657534599","","",""
"59","0.04037587344646454","0.04037587344646454","0.04037587344646454","0.058825768530368805","0.058825768530368805","0.058825768530368805","","","","0.034744225442409515","0.034744225442409515","0.034744225442409515","","",""
"60","0.03980975225567818","0.03980975225567818","0.03980975225567818","0.037114400416612625","0.037114400416612625","0.037114400416612625","","","","0.034678440541028976","0.034678440541028976","0.034678440541028976","","",""
"61","0.03971051797270775","0.03971051797270775","0.03971051797270775","0.03557666763663292","0.03557666763663292","0.03557666763663292","","","","0.034907519817352295","0.034907519817352295","0.034907519817352295","","",""
"62","0.039687104523181915","0.039687104523181915","0.039687104523181915","0.03729568049311638","0.03729568049311638","0.03729568049311638","","","","0.034839365631341934","0.034839365631341934","0.034839365631341934","","",""
"63","0.03961293399333954","0.03961293399333954","0.03961293399333954","0.03733500465750694","0.03733500465750694","0.03733500465750694","","","","0.03484709560871124","0.03484709560871124","0.03484709560871124","","",""
"64","0.039640650153160095","0.039640650153160095","0.039640650153160095","0.037964753806591034","0.037964753806591034","0.037964753806591034","","","","0.03481590375304222","0.03481590375304222","0.03481590375304222","","",""
"65","0.039643049240112305","0.039643049240112305","0.039643049240112305","0.0384192131459713","0.0384192131459713","0.0384192131459713","","","","0.03478014096617699","0.03478014096617699","0.03478014096617699","","",""
"66","","","","0.03857690840959549","0.03857690840959549","0.03857690840959549","","","","0.034816306084394455","0.034816306084394455","0.034816306084394455","","",""
"67","","","","0.03853257745504379","0.03853257745504379","0.03853257745504379","","","","","","","","",""
"68","","","","0.03842669725418091","0.03842669725418091","0.03842669725418091","","","","","","","","",""
"69","","","","0.03772784769535065","0.03772784769535065","0.03772784769535065","","","","","","","","",""
"70","","","","0.03777352347970009","0.03777352347970009","0.03777352347970009","","","","","","","","",""
"71","","","","0.03767438232898712","0.03767438232898712","0.03767438232898712","","","","","","","","",""
"72","","","","0.036905769258737564","0.036905769258737564","0.036905769258737564","","","","","","","","",""
"73","","","","0.03653484955430031","0.03653484955430031","0.03653484955430031","","","","","","","","",""
"74","","","","0.03669644519686699","0.03669644519686699","0.03669644519686699","","","","","","","","",""
"75","","","","0.036754630506038666","0.036754630506038666","0.036754630506038666","","","","","","","","",""
"76","","","","0.03674434497952461","0.03674434497952461","0.03674434497952461","","","","","","","","",""
"77","","","","0.0367104709148407","0.0367104709148407","0.0367104709148407","","","","","","","","",""
"78","","","","0.0366315133869648","0.0366315133869648","0.0366315133869648","","","","","","","","",""
"79","","","","0.036622319370508194","0.036622319370508194","0.036622319370508194","","","","","","","","",""
